,Comment,Rating,Predicted_sentiment
34,之前不會 現在聽沒幾首歌 自己就停止 然後說要重新上線 但我聽的是離線後可聽的歌？,2,-0.19929656386375427
35,"用離線歌曲聽音樂
現在有時聽個2.3首就會直接暫停音樂
按繼續播放過幾秒又停
更新之後閃退很嚴重
音樂播到一半停止
app關閉
已經很多次了",2,-0.48178911209106445
36,更新之後  打開app一直自動同步歌單  跑很久  直接當機,5,-0.519921064376831
37,"這次更新之後一起聽無法播放
都會說有人使用KKBOX及將停止下載
問題是 只有我一個人在使用==",4,-0.3286871910095215
38,多人共用帳號真的會很不方便,2,0.2648523449897766
39,"希望不要自動同步
跟之前一樣有選項比較好
不想要同步的話這樣很不方便",1,0.06610050052404404
40,能不能不要強迫歌單同步,3,0.12797491252422333
41,約11月開始收到12/4到期通知，已告知事先要取消得到回覆是要在當天才能做取消；等到約12/2我再撥打電話取消合約，竟通知已無法於合約期滿前取消，會酌量收取費用；結果今天帳單來一看，居然收取完整一個月的費用（服務於12/5即取消）,1,-0.29123780131340027
42,這還用說，爛字該檢討，請加油！,1,0.2530430853366852
43,"然後就停止播放！

查過登入紀錄只有我一台手機，也改過密碼。

都沒用！ 請快修正！",1,-0.3572123348712921
44,最近用手機播Kkbox都會聽到一半斷線，說有另一個地方也在使用，但我沒有用其他裝置聽也沒有給任何聽過,5,-0.29138103127479553
45,"一個帳號好幾個人用 
自動同步後的全部歌曲有4千多首！
希望能把歌單自動同步關閉
或者是讓使用者自己選擇是否要開啟！",2,-0.02733580395579338
46,明明一直播放但音樂卻會自己斷掉然後說太久沒上線， 更新完已經這樣四、五次了，希望可以改善，謝謝。,5,-0.6107044816017151
47,"1.我想要可以馬上看到某首歌的播放次數，不要每次都等年度總結才知道，而且總結也只計算到12月初，不是應該在1月初上線，計算到12月底才正常嗎。

2.有時候聽到某首歌以後想刪掉這首歌，就要到歌單裡慢慢找到這首歌才能刪掉，希望有一個可以定位到「現正播放中」歌曲的功能，如果歌單只有幾百首歌還好，我歌單有兩千多首歌，每次想刪歌找好久，還要自己記歌手大概在哪個位置.....",2,-0.1431935876607895
48,我是spa業者，一開始覺得你們很貼心有分類音樂，但整整三年輕音樂完全沒換過   太差了,2,0.39584892988204956
49,"不知道是不是有bug
安全性調整
已經
1.完全沒有連結
2.密碼更換

仍舊一直斷線，說帳號有其他人使用，問題是我剛辦一個月，帳號只有我在用⋯怎麼會出現這樣的情形？",1,-0.23412325978279114
50,桌面配件的歌可以放自己聽的歌嗎 因為真的沒有很在乎熱門新歌是啥 謝謝惹拜託 不然我要改用apple music惹🥺🥺🥺,3,0.07823481410741806
51,嚴重到我都刪掉重下載還是一樣，跟網路無關，我換了好幾個地方的5G試了,1,-0.10502414405345917
52,"希望可以多家人共享的方案
還有Shazam辨識完可以直接在KKBOX使用

希望歌詞分享可以不要有白底
最原始的歌詞分享比較好看",5,0.03288465738296509
53,既然不採用我的歌詞何必浪費我的時間給所有會員權限投稿歌詞？,1,-0.1845005750656128
54,延伸播放時常沒有作用⋯⋯,2,-0.43717876076698303
55,"1.為什麼在ios 的小工具只顯示推薦歌曲，spotify 可以播放自己收藏的歌單，大部分時候只想聽自己的歌單很不方便
2.就算點進app也不能一鍵播放自己的歌單，希望介面可以直覺一點，不然歌再好也會被其他app取代",2,-0.2007845789194107
56,開始寫心得才警覺，使用的經驗算這麼資深了，當年從kkman轉介開始用kkbox，一路看著它的變化與成長⋯⋯能黏著到今日，也是覺得好用，與時俱進，有企圖心。其歌曲庫豐富，分類清楚好使用，跟得上流行腳步，這兩年開發出的類似歌曲推薦運算能力更深得我心，不看電視的我，kkbox是我接觸流行音樂的門戶。希望它不停止成長，讓大家能一直使用下去。,5,0.3315378427505493
57,"自動同步歌單功能 對帳號共享的用戶來說真的很不方便 而且這個功能還不能關閉？？？？？？
不懂為什麼要強制這樣 一早起來我的歌單全部變成別的人歌單了 想刪又怕對方那邊也會被刪掉 希望可以使用手動同步 或關閉自動同步的功能",1,-0.08538307994604111
58,"以前使用iphone在車上以藍芽播放kkbox,一段時間沒動螢幕，螢幕只會變暗只要碰觸到螢幕就會再度亮起，自從某次更新後（除了歌詞頁面）都會在一段時間後自動關閉螢幕，請問能改回之前狀態嗎？",5,-0.27701303362846375
59,更新完之後，播完單曲後無法自動延伸播放類似曲風的歌,5,-0.3394862115383148
60,如題,1,0.14863932132720947
61,希望可以有播放清單的widget,5,0.039737600833177567
62,"新下載要註冊，密碼欄位不能按
麻煩請改善！",1,-0.5469241738319397
63,謝謝KKBOX小隊讓動態歌詞總算從一開始大改版的置左改回成置中，已經看了10幾年禁不起大變呀🙈,5,0.05128997936844826
64,我看到你的哀怨了😂辛苦了😂,5,-0.023544911295175552
65,耶！歌詞終於恢復到原本的樣式了！,5,-0.041519273072481155
66,"在歌曲播放中的頁面，
最上面的功能鍵會卡住，無法點選回首頁或使用搜尋功能，
更新了問題仍然存在",1,-0.17833048105239868
67,感謝小編的回覆.問題已解決,5,0.37514129281044006
68,"更新後歌單強制同步 還無法關閉自動同步
大概猜想得到是要杜絕一個帳號多人使用 但有沒有想過有些會員是同一個家庭 一起用應該不為過吧
強制同步後歌單不見 歌曲全部混在一起是真的造成很大困擾
都已經很支持了 用了很長一陣子的白金會員 實在覺得失望跟無奈",2,-0.09465958923101425
69,播放歌曲時無法按照順序播放，會亂跳！,3,-0.055821195244789124
70,不好意思 可以麻煩把歌單自動同步的選項開啟嗎？,1,-0.27085575461387634
71,越改越怪耶！越改越不方便！自動同步歌單？歌詞吃字？音質到底要幾個選項？新歌單最上方但新歌曲在最下方？what’s wrong with you?,1,-0.1274099498987198
72,用fb登不進去,2,0.013422459363937378
73,使用其他程式時不能顯示歌詞,1,-0.257671982049942
74,"好多歌的歌詞都看不到
還有希望很多本來可聽的歌現在未授權的可以重新上架",4,-0.06555253267288208
75,"有些歌都沒有
我們這些付錢都是大頭就對了",1,-0.3625383675098419
76,不要強制同步歌單 爛功能 請改回來,1,0.00018621631897985935
77,"最近不知道過幾次的更新之後
聽過的歌下載後都不會增加到「全部歌曲」裡面欸
真的很困擾😭",4,-0.20582807064056396
78,希望可以有更多hifi歌曲,5,0.1613292545080185
79,"歌詞不能改回置中嗎:(
現在靠左雖然能夠調整字體大小
但是有些比較長的歌詞後面的字會被吃掉
還是比較喜歡之前的歌詞顯示模式ಥ_ಥ",4,0.1753806471824646
80,以前歌單同步可以開啟關閉，現在變成帳號內建開啟？覺得不方便,1,0.21553872525691986
81,沒辦法退訂欸幹 想變成月租149不給換的 又不是不租 他媽是多想要錢啊 斂財嘴臉,1,-0.3036254644393921
82,搜尋功能會自己跑到最上面 完全按不到,1,0.184556782245636
83,在播我的歌單突然播其他歌 還幫我下載？,1,-0.29031136631965637
84,2020年度歌單裡面完全是我沒聽過的歌，我的帳號應該是被盜了...,1,0.21313409507274628
85,歌詞置中，在歌詞動態顯示上是較為美觀而閱覽舒適的方式！希望能提供選項，讓習慣多年的使用者，可以自由選擇『歌詞置中』或『齊頭式對齊』，謝謝！,4,-0.29543426632881165
86,"希望多增加一些功能
例如：編輯收藏歌曲的順序、將手機內的歌曲加入收藏...等",2,0.09124527871608734
87,開啟app後要進入選歌前的logo那邊要等超久....有時候還會閃退！,4,-0.14003440737724304
88,之前用xs max插耳機聽音樂可以用耳機播放暫停，但至從換了12pro插耳機聽音樂卻無法，還要用手機去按暫停，這樣使用有點不方便！,5,-0.33024415373802185
89,更新ios14.2後，使用carplay暫停與播放無法使用喔～,5,-0.29519274830818176
90,新版歌詞沒置中、顏色又不清楚看得很吃力，拜託給使用者改回以前版本的選項。,4,0.06872937083244324
91,今日不能取消訂閱」，我是不是該找消保官？,1,-0.26977217197418213
92,明明到上一版為止的歌詞顯示方式是最棒的，結果你把最大的優點改掉了...,4,-0.3111874759197235
93,我之前用都沒問題 但最近我只要按重播就會當掉一直重播那一段 根本沒辦法聽歌😞,3,-0.24270261824131012
94,會突然跳提醒然後開始播放音樂,4,-0.05275933817028999
95,為什麼歌單會自己同步還找不到關掉的地方了？？？跟家人共用這樣超級不方便，不改回來到期之後就不繼續用了。,1,-0.11782930791378021
96,有些歌手有唱過的歌曲 居然沒有收錄 真的真的很..........,4,0.1441950500011444
97,MF DOOM 的專輯少了很多張 希望能補上,3,0.12118694186210632
98,"為什麼要刪掉歌詞的小工具
有了那個可以不用點開就看歌詞很方便為什麼會刪掉希望可以儘快用回來！",3,-0.22517447173595428
99,"很多歌曲都沒辦法聽，沒授權？
一個月還要149⋯⋯覺得很不划算。
打算邀請我的好朋友一起申請推掉了。謝謝 ！",1,0.2435559779405594
100,問題已改善,5,-0.2007477581501007
101,"一直以來都是用kkbox，一些更新也覺得很棒，但這次更新的歌詞介面感覺失去了kkbox的特點
置中的粗黑體才是經典ㄚ⋯⋯⋯
截圖起來也比較好看⋯⋯⋯嗚嗚希望可以變回來⋯拜託了",5,0.2935849130153656
102,如標題,5,0.32133135199546814
103,是我自己的問題還是大家的AirPod在使用的時候無法用AirPod 去換歌呀,4,-0.3964177072048187
104,整天在那邊叫人更新爛透了,1,-0.244417205452919
105,以前鎖屏時的動態歌詞還能夠恢復嗎？那項功能我最喜歡了,5,0.24210217595100403
106,能不能出個可以編輯歌曲順序？,5,0.12930242717266083
107,"更新後歌詞怎麼沒有置中了
強迫症看了生氣😡",3,-0.3503448963165283
108,歌詞不會自動下移，很不實用；字體反白，讓視覺吃力！改版超失敗，難用！,1,-0.015761829912662506
109,Youtube的一些歌曲都沒有，都有提及客服中心到現在卻沒有回應,3,-0.2626778483390808
110,"希望能夠自行選擇歌詞的介面
比起現在的更喜歡之前的樣式",4,0.09707707911729813
111,"更新後一點開就閃退⋯
一整天了⋯⋯怎麼辦😭",1,-0.587028443813324
112,如題,1,0.14863932132720947
113,靠左真的很難看！不太懂為什麼更新是把自己的優點改掉？,1,-0.050408124923706055
114,"如題
有時候想選一些歌曲 到某歌單 或收藏歌曲
卻發現只有刪除的功能
希望可以添加其他功能 謝謝🙏",3,0.12063748389482498
115,歌詞新增的功能很喜歡，可以為了一段歌詞停留在那,5,0.24922284483909607
116,比較喜歡以前的歌詞提示方式，現在不明顯,3,0.42213764786720276
117,更新後歌詞變左邊 有夠醜 原本中間不好嗎？,3,-0.3543948829174042
118,希望可以改成之前的歌詞介面,3,-0.2096332311630249
119,電視版的排行榜為什麼不見了,3,-0.3189831078052521
120,🙏🙏,5,No comments!
121,"希望歌詞頁面可以改回之前的版本ಥ_ಥ
之前那樣置中比較舒服
如果沒改回來 或多一個自訂選項
可能不會再繼續用kkbox了",1,-0.1805602
122,Siri無法設定,1,-0.29462996
123,希望可以橫向聽歌看歌詞,5,-0.016701309
124,"不知道KKBOX是否有與歌曲搜尋的app串連？
例如Shazam
假如有的話，使用者在找到有興趣的歌之後，就可以直接在KKBOX匯入，
這樣非常有效率，謝謝",5,-0.16225192
125,拜託,4,-0.11772095
126,歌詞改版的介面不好看，希望可以改回原來置中的介面。,4,-0.0014497617
127,不能用音質hi-fi,5,0.14997852
128,點進去廣告 直接壞掉 到底😀,1,-0.4075163
129,跟Spotify相比不管是在操作跟介面真的非常弱,1,0.20492049
130,推薦的歌都蠻糟的，整體服務體驗又輸 spotify 太多，只贏在歌詞同步（暫時）,2,0.51263905
131,希望可以配合 ios14 推出小組件放在主畫面,5,-0.07125458
132,"可以自訂嗎？
偏左很醜。",3,-0.24608083
133,請儘速改善更新後XR打開app搜尋功能跑到手機最上端與時間電信公司名稱同一排，造成要不斷關掉app重開每跳出去一次就又發生相同情況，非常困擾！！！,1,-0.05909033
134,歌詞介面是改版了嗎？ 怎麼跟之前不一樣了 比較喜歡之前的ㄚಥ_ಥ,3,0.061930336
135,"拜託🙏 把歌詞改回原本的樣子
看到真的傻眼 很醜😂
等改回來我再改回五星",5,-0.047504026
136,無法播放指定歌曲，只能播放指定歌手,4,0.06202659
137,未來白金會員可以直接享有hifi音質嗎？還是還需要加錢？,4,0.092385724
138,前陣子因為生日🈶️優惠，2個月才99元，但是，根本95%是無法播放，永遠都顯示網路中斷無法連線，手機明明都可以上網，也可以用別家的聽歌⋯之前曾經正常付費時，都沒有這個問題，如果為了挽回消費者，卻又因為優惠便宜，而用名目限制消費者的使用，根本是騙錢呀⋯⋯⋯想試試重新下載看能不能解決問題，卻直接不給登入，才付錢多久根本都不能用，麻煩請退錢！！！,1,-0.51195604
139,"ios14歌詞小工具不見了
用官網的方式找尋
完全沒有看到",3,-0.3383486
140,您好～希望歌詞排版能改回原本置中的樣式，或者開放兩種樣式以供選擇嗎？其他功能都很好用，謝謝～,5,0.008394387
141,經致電貴公司後問題解決,5,0.025930826
142,Apple Watch 6 明明有行動服務、但打開卻沒出現情境電台、曲風電台的選單、更新最新了，還是一樣、跟這畫面上的圖不符。還是只能操作手機做成遙控器而已。,2,-0.108232856
143,可以改回置中嗎⋯⋯,1,0.15369576
144,歌詞改這樣跑真的不太好看，隱藏了未到歌詞,4,0.13894685
145,歌詞顯示的方式可以改回舊版的嗎，更新後覺得歌詞的排版不如以往直覺,4,-0.40727204
146,不然看的很不舒服ಥ_ಥ,4,0.16071011
147,簡訊跟mile會自己寄過來,1,-0.19435497
148,可以把歌詞置中改回來嗎⋯⋯,4,0.027636487
149,超爛,1,0.14863932
150,Widget歌詞找不到,4,0.013243474
151,"某一次更新後 只要搜尋過一次歌曲後
最上面一排的選單（搜尋bar、排行榜、podcast....那些）都會被手機的瀏海.電池時間列擋住無法點選，可以調整一下介面嗎？",4,0.061904192
152,新介面的搜尋功能，沒辦法清除最近搜尋紀錄,4,0.3823604
153,可以試聽看看,4,0.08911526
154,我覺得可以做一個按鍵是把歌設成下一首待播放歌曲,5,0.1887785
155,iOS14什麼時候有hifi?,4,-0.007453259
156,希望iOS的小工具可以新增播放暫停上下首功能 不要只能看排行榜,5,-0.019479344
157,如題，我個人在聽我英文歌時會希望有中文歌詞，會換用youtube 聽音樂，這樣換來換去很麻煩，如果這邊在聽外文歌時有中文歌詞或可以自己新增的話就太棒了,5,-0.35047448
158,"我的kkbox無法自動延伸音樂
已經講自動延伸打開
ios 14
Kkbox已為最新版本
也將不循環播放打開
但到最後一首歌停了就說無下一首歌曲播放",5,-0.3776891
159,"請問為什麼現在沒辦法分享歌詞到ig了～～～
之前還可以！！
以為是因為不是最新版本更新之後還是一樣
按分享之後有選歌詞的部分
但卻不能按分享的按鈕
請幫我解決謝謝～～",5,-0.30945757
160,"一打開的那個kkbox動畫太久了 每次都等得很不耐煩
有些歌會突然未授權，然後就再也不會出現了",4,-0.26181123
161,Widget那邊沒有歌詞小工具的選項，希望可以盡快改善😭😭😭😭謝謝,4,-0.3461795
162,"如果能把flac音質下放到除了中華電信以外的裝置
我相信價格方面是可以做問卷統計看看的
不過根據目前狀況來看
我覺得約199是大部分人對於hi-res的接受範圍",3,0.30038348
163,"此兩種版本已經停更了嗎？
習慣用他們聽歌都不能聽了，悲劇⋯",3,-0.24679014
164,有時候會斷斷續續 然後就沒聲音,1,-0.16405214
165,"下午還能聽歌好好的 晚上莫名其妙登不進去 
明明帳號密碼打的都是對的啊 我還重新下載了問題一樣拜託快點改善",1,-0.31293136
166,"用kkbox十多年了
第一次使用這麼不開心
新歌更新慢不然就是沒有
這些都算了
我都還能接受
我是王嘉爾粉絲
我天天聽王嘉爾的音樂
粉絲徽章一出來
你給我汪X龍跟謝X弦？？？？？
什麼意思🙄🙄🙄
都好幾天了不給我換掉也不給我王嘉爾的徽章
非常無語
可以給我王嘉爾的徽章嗎🙄",3,-0.0073012784
167,"為何沒有之前2003年抗SARS群星合唱的《手牽手》
這首歌建議好幾次 都沒上架 傻眼",1,-0.20703977
168,希望能有這個東西,4,-0.28205064
169,這一版，有些功能都障礙了，很難敘述...,1,0.23404689
170,哼歌無法辨識歌曲，即使原曲音樂播放搜尋也搜不到！,1,0.1023553
171,更新後開啟FB後音樂都會自動暫停,2,-0.06366316
172,為什麼我登不進去？,1,-0.19651228
173,好用方便音質很棒！,5,0.3457897
174,請問我i11 更新ios14 後 畫面都會跑到瀏海部份，（收訊音樂、向下箭頭等） 然後就無法使用，需要滑掉重開。有辦法解決嗎？,3,-0.30561724
175,我找不到她的一首歌歌名叫我心裡痛,1,0.13511834
176,"更新完只剩排行榜
歌詞小工具不見了",3,-0.37209532
177,把演唱會資訊整合到歌手頁面，再透過KKtix訂票，可以，這個完美程度很蘋果👍,5,0.4190594
178,如果不用付費應該就會有更多人用,4,0.12131412
179,很多歌都沒有 填了歌曲建議申請單 就像是石沉大海一去不回 只會搞些有的沒的噱頭 賣票搶票 改一點不實際的主題更換 針對使用者體驗部分進步超緩慢 其他像s還是youtube都有出播放軟體了 現在不是十年前那種市場了 請你針對現在的使用者需求增加該有的歌曲 付月租費不是要讓您改那些有的沒的想聽的歌聽不到 音質無法提升 介面卡到蘭教臉 操作一點也不流暢 再不改進就掰掰,1,-0.0733144
180,很多歌都沒辦法聽，甚至搜尋某歌手的時候歌單都不是最新的！！！,3,0.3472954
181,聽一個小時後就一直轉圈圈不知道在轉什麼意思的,1,0.01810073
182,更新後無法把歌詞放到小工具內，只剩綜合新歌排行榜了，麻煩請改進,2,-0.361052
183,"歌單同步開啟後
每次打開KKBOX app
都卡住，必須同步完畢
才能點擊",3,0.040906712
184,希望之前的時間排序可以恢復使用 不然原本調整好的歌單瞬間亂掉,4,-0.23130439
185,請問最近的版本跟以前的版本比較，是不是會損耗比較多的iPhone 電力？如果是的話，真的耗電很嚴重,4,0.20416495
186,"雖然已經很棒了
但還是希望有更多知名的歌
像一些大陸選秀節目的歌😂",5,0.076103345
187,早安,5,0.14863932
188,更新完，電台功能沒了，想退訂了⋯,1,-0.40266222
189,希望播出順利,5,0.13631584
190,不穩定性,4,0.14863932
191,IOS點選歌曲歌詞以後，左上角的返回鍵沒有反應，一直卡在目前播放歌曲歌詞的介面。,3,-0.23902713
192,最近更新完使用iPhone 6plus ，ios12.4.8版本播放音樂時大約過10分鐘就會自己閃退停止播放⋯。請幫忙協助修正，謝謝！,3,-0.51557595
193,我的上排返回鍵那些 都會跑到iphone 瀏海去時間電量的位置 可以解決一下嗎？不然無法返回 要一直重新打開,2,-0.0073681027
194,如題，最近聽到一半都自己自動退出，不知道是自己手機的問題還是系統怎麼了，覺得困擾,5,-0.4829038
195,如題,2,0.14863932
196,"延伸聆聽的功能到底要在什麼情況下才會出現..
之前線上搜尋一首歌 之後就會延伸下去
上次更新完之後怎麼就沒有了
又不能手動開啟
可以給我一個答案嗎",3,-0.39393336
197,無法使用搜尋🔍是要怎麼用,2,-0.11599599
198,每日20首沒送,1,0.14863932
199,"更新的widget實在很不實用
完全不會去聽新歌排行
也沒有其他選擇",1,-0.0065602614
200,希望能多一點人轉聽正版音樂 但要他們轉換不付費觀念真的很難 所以希望能像Spotify Apple Music 那樣能有家庭方案 一個發起人把大家都加進來 錢均攤下來比較便宜相對也比較好推廣正版軟體,5,-0.019905817
201,"歌詞不見了QQ 
而且widget的排行榜都是我不喜歡/沒聽過的音樂，希望之後能有更新成自己的歌單/西洋歌單之類的功能。",5,-0.12802014
202,更新前就會一直跳出需要更新的通知原本想說忽略但是一直跑出來，所以就順手更新了，更新完後就再也進不去了...........打開一定閃退,1,-0.33746776
203,更新後歌詞常常卡住無法滑動瀏覽,4,-0.36438033
204,"很少在聽國語流行歌曲
放那個熱門排行榜真的一點幫助也沒有
好歹也讓人自己選擇音樂類型吧！
再不然用成歌詞功能也很棒呀！
覺得你們有在持續進步，但希望小工具可以實用一點。",3,0.0020656365
205,"不知道為什麼 Apple Watch的KKBOX 
收藏歌曲點開後
一直出現不明錯誤 請稍候再試
請問該如何處理",3,-0.45674324
206,請問辨識歌曲的功能還在嗎,5,0.11552618
207,"懇請KKBOX 的小工具可以客製化一點
感覺不是每個人都會只想聽綜合新歌吧
選擇播自己的歌單的小工具真的會更實用",4,0.07207812
208,睡眠定時播放可以新增播放幾首音樂後播放結束，不然聽到一半時間到了卡歌很不舒服。,5,-0.15427417
209,如同標題 蘋果更新到14後 發現動態歌詞沒惹😭😭😭😭 求他回來 😭😭😭,5,0.1655338
210,請開放，歌單同步的功能，能自己選取是否同步的功能,1,0.3568295
211,希望是有音樂的分享～～～不是歌詞而已,5,-0.1381796
212,KK至少有用12年以上了吧！！曲庫裡面一堆未授權的歌曲？？？起碼也請保障我們這些老客戶的權益吧！！！  新歌沒有多好聽，想聽一下老歌放到一半就未授權、未授權、未授權⋯⋯⋯起碼至少我也是花錢聽的，卻還要去放盜版的，是？？？,4,-0.17177016
213,圖示可以換回原來的嗎 現在這個不太好看,3,0.2987015
214,"希望傳送歌曲到apple watch時有全選功能
一首一首按要按很久～",5,0.07380644
215,"少了好多專輯😭
那我也要拋棄KK了

版權的問題好久⋯
沒歌好聽了😫",1,0.1150059
216,"先給小編5顆星
能否新增一些歌曲，有的只有別人的翻唱版或演唱會版。
例如：信樂團的離歌、趙傳的我是一隻小小鳥…等等。",5,-0.178559
217,我當時誤刪歌單，回報客服後兩天，工程師就傳訊息說已恢復，這樣的效率我給予滿分！,5,0.043137636
218,不知道是手機還是app的問題播放音樂退出app要做自己的事情的時候就不能播放了,4,-0.32185608
219,"這評分真的完全針對小工具，其他功能都沒問題
IOS14剛出的時候我就很期待你們出桌面工具了
結果剛剛看到終於有更新，原本很期待，新增完小工具卻發現根本不是一般人需要的播放暫停跳歌用的小工具，真的有失望到，所以非常希望日後可以有相關功能",3,-0.19126453
220,"無法正常用手機放出聲音 刪除軟體重新下載也一樣
只能插耳機聽音樂 我手機其他音樂或鈴聲都正常可以用手機放出來 請幫忙找出原因解決謝謝",5,-0.26295853
221,Widget本來不是顯示歌詞好好的、怎麼變成推播新歌、這樣功能有啥必要呢、比起歌詞來說是雞肋,2,-0.053210918
222,"iOS的介面會一直跑掉很惱人
上方會超出整個螢幕",3,-0.20629671
223,"喜歡某個歌手，想聽跟這個歌手類似曲風的歌曲。以前點電台就有，非常好用。

請把這個功能加回來，評分就會改回五顆星，謝謝。",3,0.4321905
224,我已經續約按帳號密碼登入但app說我約滿，請我是否要續約，之後重新下載app才解決問題的只是覺得為什麼資訊沒有同步呢！,4,-0.1751891
225,"還滿惋惜的！我不太清楚版權的方面～還是有點希望未來那些歌曲能夠回來。雖然貴軟體需要每個月付費，但是純正的正版並且歌曲豐富多元！收費也是平價親民～很習慣使用你們軟體了(´･ω･`)
可是啊你們能不能不要一直叫人更新啊，更新就要連接WIFI超麻煩！我很懶⋯⋯",5,-0.11937648
226,非常好用,5,0.3903181
227,更新後打開kkbox會當機、聽歌會閃退 不知道是什麼原因？,4,-0.7054089
228,音質感覺不優有待加強,4,0.4005845
229,播放模式希望有DJ模式，功能就是自己排歌播放順序，現階段都要守在撥下一首，特定用歌單已經有十幾本歌單還是沒辦法用到。,5,0.00039520324
230,很多歌曲想聽都沒有,3,-0.1622506
231,"自從更新了ios14. 後。畫面都會自己往上移。

上一頁的選項跟右上的時間會重疊。
歌名剛好在瀏海裡面。

這樣如何使用呢？

反應第三次了。
還是無法解決。",1,-0.5000635
232,本土串流品牌可以和國際品牌競爭實屬不易，繼續加油,5,-0.033111684
233,但要分享歌詞到限時動態時，選完歌詞後的「分享」顏色跟主題過於相近所以感覺字不見了，希望可以修復～,5,-0.20011374
234,自己是很喜歡看著歌詞學唱歌～ 希望在使用其他程式時可以有桌面歌詞使用～謝謝🙏,5,0.034985937
235,請問何時可以隨時加歌到現正播放清單的選項？每次想要試聽都要建立歌單好麻煩,5,-0.32017976
236,"希望離線歌曲的排列順序可以自己決定！

更新完之後有時候歌詞會卡住不會往下動",4,-0.28572157
